Date,Train Number,Train Name,Passenger Count,Freight (Tons),Revenue (INR),Punctuality (%),Distance Covered (KM),Station Origin,Station Destination
6/20/2020,45088,Train-45088,133,1020.349377,59556.79507,71.85,1545,Station-243,Station-323
3/30/2020,65411,Train-65411,423,400.0423915,76419.48901,72.83,499,Station-93,Station-228
1/20/2024,36760,Train-36760,1965,1398.568303,665961.1946,84.02,1985,Station-200,Station-183
5/4/2023,99422,Train-99422,1735,1216.268951,273592.1067,81.34,1269,Station-140,Station-99
10/12/2023,92461,Train-92461,1886,690.299809,685648.0784,74.19,63,Station-50,Station-475
3/14/2022,70694,Train-70694,1170,1887.442431,548292.5744,73.92,340,Station-310,Station-371
2/17/2021,40198,Train-40198,1021,1106.862795,929668.4492,91.52,1767,Station-262,Station-229
3/12/2023,39796,Train-39796,1918,1669.184918,221660.4453,74.21,1620,Station-461,Station-418
9/13/2024,36534,Train-36534,1741,131.480939,397011.5791,75.89,1036,Station-101,Station-113
7/19/2021,24942,Train-24942,1039,1917.196046,975476.4363,96.77,1610,Station-184,Station-495
12/2/2021,25029,Train-25029,174,195.4265885,408767.8577,76.17,1237,Station-264,Station-475
5/20/2022,60953,Train-60953,897,1042.154338,516578.4102,94.69,1171,Station-447,Station-198
9/2/2024,44940,Train-44940,1208,1724.399388,879552.8935,79.98,1086,Station-333,Station-69
10/9/2024,94894,Train-94894,1151,1971.085523,824969.0099,91.39,653,Station-241,Station-422
2/17/2021,33595,Train-33595,1430,1599.376296,267813.1125,74.34,1427,Station-323,Station-429
11/27/2020,86486,Train-86486,134,1207.834443,869115.3389,88.75,1656,Station-403,Station-491
12/21/2024,57225,Train-57225,1343,332.0537855,127392.9649,93.71,1989,Station-360,Station-242
7/6/2024,38703,Train-38703,90,1535.079121,349556.1343,70.71,1122,Station-291,Station-317
5/27/2024,43975,Train-43975,664,1857.231148,716739.8333,84.89,959,Station-127,Station-410
12/18/2024,94090,Train-94090,836,22.40694238,287316.1311,93.66,62,Station-35,Station-46
12/22/2022,57261,Train-57261,433,1624.988865,275212.4786,83.46,903,Station-243,Station-481
10/3/2024,10712,Train-10712,1535,1761.169586,223296.2359,92.6,1479,Station-151,Station-275
11/28/2021,21597,Train-21597,1128,1925.814095,953958.7971,71.63,1205,Station-25,Station-186
6/30/2023,43990,Train-43990,293,732.0658839,263000.8781,80.59,548,Station-215,Station-60
1/20/2024,88314,Train-88314,604,562.5803447,369989.4015,81.36,1831,Station-264,Station-189
3/8/2024,76047,Train-76047,1568,1262.03957,366449.2352,90.08,724,Station-142,Station-43
7/7/2020,12946,Train-12946,1529,479.5652207,791159.2472,84.46,1083,Station-228,Station-15
10/11/2021,59696,Train-59696,1354,162.2111486,888073.5735,96.16,422,Station-174,Station-235
12/17/2024,32123,Train-32123,304,1297.302322,717343.2314,78.08,57,Station-155,Station-331
3/20/2021,65187,Train-65187,1316,1428.45053,898666.0642,74.3,1652,Station-194,Station-401
7/27/2023,80467,Train-80467,895,41.62214093,453734.1453,97.86,1215,Station-420,Station-379
10/6/2021,27955,Train-27955,976,243.7780671,260334.5701,89.38,805,Station-387,Station-56
8/1/2020,75520,Train-75520,368,1306.054752,496782.7743,84.98,1387,Station-14,Station-56
7/12/2024,83253,Train-83253,1850,122.489498,400301.9901,74.65,1902,Station-69,Station-446
11/3/2022,45173,Train-45173,826,1641.355921,83034.21158,86.88,750,Station-222,Station-500
1/11/2024,43515,Train-43515,1073,63.28624987,663362.7375,71.95,659,Station-499,Station-370
10/1/2022,58491,Train-58491,1180,34.14146228,441391.8704,70.66,791,Station-431,Station-290
9/25/2022,25894,Train-25894,192,721.4324488,337627.6538,76.87,655,Station-89,Station-449
12/1/2021,39261,Train-39261,1269,1213.427485,595787.8941,97.82,1302,Station-108,Station-159
8/1/2023,72452,Train-72452,77,1295.926533,382315.1733,89.04,515,Station-480,Station-34
7/2/2023,18188,Train-18188,1380,960.352533,370056.3991,94.29,984,Station-29,Station-119
3/26/2020,12878,Train-12878,785,767.2765403,976428.1097,85.48,1704,Station-497,Station-75
1/22/2020,25720,Train-25720,1121,1673.981601,579825.5256,90.55,362,Station-406,Station-422
12/7/2024,19319,Train-19319,238,586.4999249,525914.8879,77.8,1983,Station-141,Station-329
11/14/2023,16769,Train-16769,466,997.1957346,572822.84,94.71,363,Station-421,Station-238
1/22/2023,62797,Train-62797,1408,1951.786739,672914.0019,79.31,161,Station-262,Station-202
8/19/2023,96097,Train-96097,909,758.8073696,99445.87319,95.77,985,Station-188,Station-225
9/1/2021,18321,Train-18321,107,1218.586866,705837.9443,98.25,1632,Station-272,Station-67
11/15/2021,27005,Train-27005,1911,1557.927946,625724.9362,90.17,283,Station-426,Station-44
2/28/2024,12502,Train-12502,1593,921.3027205,661594.306,89,1219,Station-215,Station-372
7/29/2021,10746,Train-10746,545,1247.069964,156508.7428,75.95,1062,Station-412,Station-89
3/23/2020,85092,Train-85092,66,600.7543457,704572.5929,85.79,203,Station-256,Station-370
8/12/2023,34456,Train-34456,1976,1265.494334,807808.9248,97.18,740,Station-136,Station-367
4/29/2020,36878,Train-36878,1045,349.7622576,236272.7719,74.01,935,Station-336,Station-213
9/16/2023,77213,Train-77213,1741,1899.903446,281920.5808,70.94,1213,Station-295,Station-98
8/10/2020,23560,Train-23560,718,1248.277129,126016.2902,87.84,1460,Station-474,Station-255
3/30/2024,38168,Train-38168,1828,541.6396428,708999.1888,71.12,1967,Station-480,Station-214
9/15/2020,72298,Train-72298,238,42.69509379,883532.2834,74.71,860,Station-383,Station-357
7/3/2024,12981,Train-12981,1717,1401.023886,785756.3096,80.64,1221,Station-53,Station-218
8/25/2020,55569,Train-55569,1810,1977.755438,689022.5675,95.14,792,Station-316,Station-358
4/5/2023,52863,Train-52863,1844,10.74727807,329599.7382,98.96,74,Station-459,Station-121
2/15/2020,70728,Train-70728,1477,1278.106651,397236.3918,82.15,1384,Station-4,Station-183
3/19/2021,15597,Train-15597,891,765.0456765,408394.8403,88.28,181,Station-188,Station-138
12/17/2021,60182,Train-60182,379,128.1258471,897521.2727,79.79,1687,Station-468,Station-148
4/27/2023,34838,Train-34838,1998,1120.130104,837227.2948,71.87,1307,Station-78,Station-171
10/24/2024,92833,Train-92833,74,1507.439661,672006.3402,88.58,656,Station-383,Station-423
9/7/2021,19223,Train-19223,331,1526.99222,623560.5647,71.9,1715,Station-367,Station-332
9/24/2024,33659,Train-33659,817,619.9419929,527515.4837,70.1,1007,Station-72,Station-186
2/21/2024,50537,Train-50537,1262,788.0281254,612422.7907,74.74,184,Station-424,Station-97
8/6/2020,79253,Train-79253,1135,1755.685292,173330.115,85.62,204,Station-41,Station-104
8/4/2024,44502,Train-44502,921,1525.946746,916523.631,80.6,622,Station-109,Station-189
7/21/2023,58509,Train-58509,1125,1944.930349,494754.538,80.53,629,Station-132,Station-58
11/24/2023,29272,Train-29272,535,1082.30456,226119.3463,98.24,666,Station-92,Station-46
9/11/2024,22853,Train-22853,791,1053.329012,470695.2029,75,211,Station-46,Station-5
12/15/2023,64933,Train-64933,1647,1453.333939,778041.6659,72.96,297,Station-370,Station-365
3/13/2021,69196,Train-69196,1477,1941.481885,485544.9419,97.3,791,Station-495,Station-437
10/26/2022,70150,Train-70150,506,886.4137824,261134.7179,80.46,354,Station-384,Station-490
7/19/2024,29935,Train-29935,894,24.84413807,864700.7059,77.59,953,Station-235,Station-94
4/26/2022,21759,Train-21759,512,410.4851099,599679.6457,84.82,1940,Station-243,Station-308
2/17/2022,65863,Train-65863,223,558.5578848,169641.7838,93.01,1669,Station-166,Station-467
10/7/2022,99980,Train-99980,1985,1857.572366,299682.1291,71.82,1521,Station-391,Station-87
12/15/2023,42543,Train-42543,382,715.597709,349634.5302,87.43,1207,Station-307,Station-151
2/17/2023,30594,Train-30594,1038,369.5187859,412952.7523,93.01,1753,Station-208,Station-12
4/16/2021,39851,Train-39851,1423,1505.68368,992557.881,96.89,1318,Station-373,Station-274
7/19/2021,22758,Train-22758,1064,94.21849325,475154.5199,85.23,678,Station-241,Station-431
5/18/2024,63539,Train-63539,990,1305.933948,114221.9382,77.34,657,Station-470,Station-280
10/29/2020,78271,Train-78271,430,33.8004525,79847.64244,99.03,1650,Station-270,Station-366
11/27/2022,82120,Train-82120,1693,228.1739176,185992.5003,98.78,65,Station-495,Station-442
8/17/2020,41189,Train-41189,1000,1293.250333,602697.9979,87,683,Station-491,Station-412
5/8/2023,36701,Train-36701,1425,1319.39287,233267.5342,90.51,1993,Station-176,Station-471
3/14/2021,52195,Train-52195,484,1908.026516,359770.4274,72.75,1647,Station-112,Station-149
7/24/2021,41824,Train-41824,1428,721.9826262,186000.4495,99.77,786,Station-93,Station-390
12/25/2023,94874,Train-94874,1715,76.02723584,393599.0596,72.68,475,Station-273,Station-126
1/27/2023,42262,Train-42262,1838,114.744961,545100.1262,93.23,870,Station-22,Station-291
11/2/2020,28043,Train-28043,1144,1431.371941,391858.2464,79.07,355,Station-155,Station-299
7/20/2023,68631,Train-68631,765,867.5865167,141542.1712,75.09,756,Station-479,Station-418
7/15/2020,15607,Train-15607,86,92.19056673,612534.892,95.2,142,Station-1,Station-492
4/15/2023,48351,Train-48351,870,1234.403059,91213.09241,90.76,244,Station-450,Station-189
2/8/2020,57853,Train-57853,1399,437.0258586,961243.8644,74.89,1865,Station-319,Station-474
10/13/2022,34591,Train-34591,582,1328.918967,443508.2471,86.5,1799,Station-390,Station-426
6/23/2020,25618,Train-25618,602,707.9639785,69376.90711,85.75,1147,Station-417,Station-292
10/12/2023,33093,Train-33093,699,1726.135138,224605.1679,97.11,1524,Station-304,Station-376
7/12/2024,73438,Train-73438,1915,469.4445567,623866.8236,86.77,1352,Station-362,Station-117
8/18/2023,34537,Train-34537,1556,1830.757477,823128.6693,97.39,881,Station-310,Station-144
9/30/2023,21218,Train-21218,1762,996.2534561,861336.702,96.61,1205,Station-166,Station-195
7/25/2020,25823,Train-25823,1637,111.8504095,833916.9864,79.07,1915,Station-315,Station-120
11/9/2023,22089,Train-22089,736,856.5384399,997892.4238,87.76,1003,Station-124,Station-244
11/8/2021,65833,Train-65833,1722,1813.649705,264820.8408,80.66,94,Station-123,Station-199
11/26/2020,40736,Train-40736,1905,1170.821718,348701.0162,88.68,1886,Station-405,Station-163
1/21/2024,26195,Train-26195,923,1058.330402,170490.3143,73.59,1275,Station-328,Station-407
12/20/2023,95980,Train-95980,1441,1280.590191,235267.3427,91.34,417,Station-299,Station-345
1/31/2020,53441,Train-53441,1985,1820.65352,308444.6544,94.37,1341,Station-158,Station-217
2/17/2023,23221,Train-23221,1989,737.1174561,198136.8246,72.53,1614,Station-8,Station-432
7/21/2020,66724,Train-66724,332,1575.131241,520238.6733,87.78,1338,Station-45,Station-110
9/25/2023,39226,Train-39226,1262,693.8156845,182848.3406,84.62,723,Station-66,Station-291
1/15/2021,12142,Train-12142,480,1134.005507,622478.8136,71.9,913,Station-269,Station-169
1/17/2024,97013,Train-97013,632,683.4337971,471898.2106,99.31,1460,Station-174,Station-92
7/27/2021,34335,Train-34335,1952,1602.841854,242021.7453,92,1204,Station-83,Station-17
7/14/2021,72206,Train-72206,779,435.9328168,371102.0102,92.13,842,Station-240,Station-324
9/2/2022,51695,Train-51695,1284,1171.155668,110340.8146,89.53,900,Station-149,Station-53
3/13/2020,10915,Train-10915,305,470.4900989,173076.1492,98,1149,Station-76,Station-56
4/29/2021,80101,Train-80101,704,1994.22652,413023.0197,75.06,1232,Station-87,Station-164
10/11/2021,82546,Train-82546,273,980.7272322,276603.6579,83.97,1222,Station-238,Station-477
9/28/2023,71653,Train-71653,867,1832.780981,543665.6138,90.14,543,Station-84,Station-12
3/31/2024,21395,Train-21395,1522,658.2710668,907802.8782,88.08,1174,Station-105,Station-498
12/13/2021,26656,Train-26656,1692,1967.450412,993284.135,99,1514,Station-38,Station-177
5/23/2021,91984,Train-91984,145,1190.85085,875404.5768,82.95,515,Station-362,Station-496
8/3/2022,43004,Train-43004,853,1395.039175,69332.52131,95.37,774,Station-67,Station-483
2/14/2023,76093,Train-76093,1309,1339.49712,652974.2248,89.86,312,Station-434,Station-119
10/13/2022,29450,Train-29450,770,201.181996,733297.0709,87.37,1653,Station-388,Station-254
3/3/2024,60141,Train-60141,1877,1325.33884,471381.4541,86.85,215,Station-431,Station-137
2/9/2024,26400,Train-26400,200,1770.347888,225569.3065,84.18,897,Station-360,Station-240
3/6/2020,26959,Train-26959,756,1405.403807,417174.5606,88.13,1535,Station-380,Station-119
4/4/2020,88679,Train-88679,877,1157.800233,341116.8004,80.44,99,Station-490,Station-147
4/27/2021,67544,Train-67544,282,223.4805165,654725.9168,84.21,1355,Station-166,Station-465
5/4/2021,10105,Train-10105,846,1140.731973,918187.1041,77.22,1505,Station-423,Station-231
2/18/2022,38350,Train-38350,873,1003.049076,627550.9057,73.12,1107,Station-485,Station-390
7/19/2020,85298,Train-85298,1647,107.6503365,339829.0128,71.86,1389,Station-156,Station-86
7/20/2023,90591,Train-90591,1936,1072.028121,955905.3117,74.16,993,Station-5,Station-2
10/23/2024,24321,Train-24321,1393,237.4411224,580686.6153,87.64,1978,Station-476,Station-464
10/28/2023,68513,Train-68513,105,80.38765531,818594.7596,74.24,1359,Station-142,Station-136
10/15/2020,50165,Train-50165,1291,798.4151251,751746.8223,95.84,685,Station-227,Station-127
2/19/2022,21462,Train-21462,956,229.1135074,579909.2984,70.87,1195,Station-468,Station-399
3/1/2024,35974,Train-35974,770,1504.730045,647742.7294,84.85,163,Station-267,Station-440
3/1/2024,52418,Train-52418,70,1588.8534,676855.7825,75.79,356,Station-313,Station-395
12/15/2022,16388,Train-16388,1121,1629.862609,153973.9782,72.8,559,Station-429,Station-243
12/31/2022,15067,Train-15067,1341,1053.990661,458599.2946,91.88,729,Station-274,Station-117
12/13/2022,80930,Train-80930,1155,738.5862277,215516.3971,82.07,1781,Station-450,Station-1
2/5/2022,13023,Train-13023,1134,380.9229597,686796.6661,77.7,1244,Station-38,Station-59
3/7/2021,51987,Train-51987,226,610.520253,176739.8653,72.48,1457,Station-485,Station-10
6/23/2023,68720,Train-68720,1543,849.9945408,843348.4449,84.26,1026,Station-469,Station-154
2/7/2022,61363,Train-61363,452,1410.883731,427184.5148,89.2,1838,Station-417,Station-420
11/4/2024,44218,Train-44218,133,337.2234948,344152.6326,70.11,1673,Station-233,Station-45
8/1/2023,95948,Train-95948,179,1328.625827,928817.9932,98.9,392,Station-105,Station-153
1/9/2022,69450,Train-69450,747,1815.090092,357386.8479,76.75,281,Station-54,Station-126
6/29/2023,61231,Train-61231,365,111.7475154,746576.646,83.14,749,Station-299,Station-294
5/26/2020,46675,Train-46675,606,1782.191645,592997.3448,91.94,218,Station-258,Station-35
12/10/2021,51527,Train-51527,1053,315.2184089,300929.1293,88.77,1814,Station-401,Station-137
5/22/2024,20258,Train-20258,1983,1057.092196,615506.9864,70.61,457,Station-410,Station-481
8/10/2024,95106,Train-95106,683,52.90724226,940689.6331,84.34,656,Station-428,Station-300
4/22/2023,14781,Train-14781,941,636.1712961,526742.7,88.88,670,Station-216,Station-385
8/29/2024,77109,Train-77109,74,1439.720126,90728.94874,89.79,1983,Station-210,Station-349
8/2/2024,87006,Train-87006,111,106.1627879,940349.6548,85.21,653,Station-248,Station-498
2/17/2022,76899,Train-76899,335,963.6493767,841769.6117,76.84,1082,Station-185,Station-349
12/29/2023,25149,Train-25149,481,404.3618831,788448.7046,81.06,792,Station-336,Station-406
2/1/2024,68771,Train-68771,977,1457.188247,693627.5496,73.93,861,Station-158,Station-426
11/6/2021,17702,Train-17702,1106,556.1921767,645072.14,85.12,1938,Station-87,Station-130
6/18/2022,25175,Train-25175,911,599.7968304,806393.4041,84.93,1739,Station-45,Station-299
7/13/2022,20656,Train-20656,342,923.0457253,688644.614,98.95,478,Station-398,Station-337
1/6/2022,42131,Train-42131,325,352.2281872,900967.6803,90.51,1791,Station-176,Station-470
12/9/2022,63262,Train-63262,1368,1159.380404,59020.84642,79.14,1491,Station-448,Station-465
6/12/2022,57214,Train-57214,1466,1217.776496,667334.2476,94.92,342,Station-167,Station-331
1/17/2024,84067,Train-84067,901,1641.185518,390670.5485,92.78,1289,Station-283,Station-28
8/26/2023,43119,Train-43119,464,634.5725867,73953.90268,75.61,1536,Station-186,Station-418
5/22/2020,73374,Train-73374,1026,1701.201311,120674.6773,97.51,1563,Station-371,Station-84
1/26/2023,59747,Train-59747,1268,603.8996612,151279.7331,75.9,1829,Station-162,Station-301
6/23/2020,65769,Train-65769,1418,1332.490807,993949.5988,76.01,1715,Station-262,Station-347
12/9/2021,33706,Train-33706,205,1526.418174,339708.5795,78.19,1507,Station-202,Station-388
6/28/2021,18484,Train-18484,86,484.5696743,420572.0803,91.45,1558,Station-271,Station-267
12/13/2023,27420,Train-27420,1071,1035.212595,941338.5939,92.28,1122,Station-365,Station-152
5/3/2024,34454,Train-34454,1841,1092.7925,742357.1186,74.76,761,Station-414,Station-186
5/4/2021,71804,Train-71804,279,1210.917292,444545.2873,82.26,1149,Station-65,Station-311
3/22/2024,34722,Train-34722,1199,525.8612668,188491.6391,99.59,1671,Station-498,Station-361
4/19/2022,17707,Train-17707,1988,600.844202,714627.0179,97.39,265,Station-96,Station-378
8/8/2020,11445,Train-11445,439,1206.396484,465728.0054,70.36,1959,Station-99,Station-218
4/3/2020,34464,Train-34464,1394,697.3098989,416088.1248,93.44,1728,Station-12,Station-9
2/10/2020,37114,Train-37114,190,91.85851847,193436.2458,98.7,1034,Station-174,Station-450
3/24/2020,11261,Train-11261,1901,427.7669698,951178.4398,72.07,672,Station-465,Station-117
11/19/2024,85984,Train-85984,921,1849.647817,796813.27,88.39,1583,Station-126,Station-367
3/21/2022,18997,Train-18997,907,398.5265412,780843.5142,86.44,243,Station-226,Station-219
4/7/2020,88873,Train-88873,1200,1409.65643,79823.40484,71.73,886,Station-344,Station-455
4/29/2022,89111,Train-89111,1413,634.6376467,621228.5057,92.55,673,Station-151,Station-203
10/16/2021,33774,Train-33774,1724,1429.602966,911403.9399,73.11,648,Station-13,Station-84
9/26/2022,64148,Train-64148,882,443.7388438,440257.6043,85.36,1978,Station-39,Station-366
3/17/2021,73795,Train-73795,1844,700.1732528,684922.8315,76.91,69,Station-67,Station-115
8/13/2024,53369,Train-53369,931,1987.676657,236794.2666,82.98,416,Station-127,Station-389
1/26/2021,85295,Train-85295,1926,730.934711,148039.774,77.77,1968,Station-8,Station-145
12/13/2022,27981,Train-27981,1236,526.6929327,586829.2717,82.22,64,Station-396,Station-5
4/18/2023,16746,Train-16746,717,67.4164173,340430.4989,73.71,749,Station-109,Station-25
9/7/2020,56789,Train-56789,1297,1535.196207,624485.863,90.88,1429,Station-185,Station-231
1/19/2020,55453,Train-55453,567,1137.083043,146667.0807,84.26,146,Station-447,Station-383
6/24/2023,85729,Train-85729,1479,1436.391742,386037.7664,91.47,360,Station-481,Station-166
8/7/2024,17357,Train-17357,1747,1661.567629,705015.8199,93.16,1048,Station-485,Station-281
8/25/2021,67273,Train-67273,1329,57.75542322,480707.7169,87.34,1306,Station-200,Station-425
6/21/2021,29065,Train-29065,1339,361.1770505,375925.9131,84.26,377,Station-354,Station-343
3/1/2023,30483,Train-30483,1269,141.5075869,423619.9089,84.83,654,Station-92,Station-237
9/19/2021,49111,Train-49111,596,355.5707545,240137.1622,70.46,1465,Station-23,Station-258
6/16/2022,57316,Train-57316,985,1503.03083,371372.7013,98.83,1042,Station-141,Station-375
2/25/2024,27334,Train-27334,195,23.94957335,195332.9597,85.24,463,Station-298,Station-365
6/17/2022,21936,Train-21936,139,401.529869,617887.2013,80.85,803,Station-15,Station-341
7/14/2024,11046,Train-11046,698,191.5828486,996435.2996,86.18,1367,Station-47,Station-152
12/18/2021,71750,Train-71750,713,677.0541898,539620.8432,92.76,1562,Station-368,Station-429
6/12/2023,50127,Train-50127,1720,900.4692576,779205.5413,72.38,1416,Station-311,Station-360
6/22/2022,10502,Train-10502,1673,1455.414631,86246.14294,82.74,1759,Station-75,Station-303
2/27/2024,92195,Train-92195,1482,1074.495241,765909.587,82.06,645,Station-300,Station-228
4/8/2023,83002,Train-83002,1755,478.9956447,984730.5859,85,1688,Station-313,Station-83
2023-09-02,65760,Train-65760,1873,465.9157233,813675.7968,93.46,473,Station-270,Station-26
9/14/2022,45464,Train-45464,1546,1803.930686,254725.7923,79.56,110,Station-223,Station-122
11/2/2020,17246,Train-17246,1437,76.37516917,505198.1912,72.52,1603,Station-206,Station-135
9/5/2020,14709,Train-14709,1811,120.5843627,431066.5202,70.02,1522,Station-137,Station-322
6/13/2023,42438,Train-42438,725,500.8286065,613642.9194,86.43,1341,Station-225,Station-252
12/26/2020,47655,Train-47655,1784,1627.83578,453355.1013,77.6,1180,Station-332,Station-476
5/18/2023,97832,Train-97832,230,1357.594858,847557.581,79.54,422,Station-17,Station-430
6/6/2021,44982,Train-44982,191,1149.907031,552699.5548,70.18,880,Station-429,Station-224
11/24/2020,17588,Train-17588,1013,1337.957623,609115.3864,86.22,910,Station-307,Station-427
5/14/2020,59850,Train-59850,523,751.2322055,688738.66,91.11,401,Station-440,Station-262
1/29/2020,70373,Train-70373,1259,677.6579972,89509.62192,99.54,933,Station-102,Station-44
7/30/2024,61498,Train-61498,1284,1841.134839,373760.3964,76.2,724,Station-276,Station-87
3/19/2020,30686,Train-30686,1853,1159.4115,82837.01402,76.43,637,Station-86,Station-127
12/17/2024,71875,Train-71875,363,1835.891103,841036.0993,84.02,449,Station-28,Station-267
6/2/2022,43254,Train-43254,1155,1771.103008,447489.3646,83.05,1058,Station-130,Station-220
5/17/2022,50277,Train-50277,403,800.1626574,207469.1947,95.92,1264,Station-259,Station-250
4/28/2024,66579,Train-66579,490,1647.289227,236575.1001,91.66,1568,Station-142,Station-258
6/15/2020,77697,Train-77697,330,284.9551747,856004.3729,78.44,1492,Station-476,Station-281
5/25/2023,91965,Train-91965,1143,492.7489854,337256.6879,91.58,319,Station-56,Station-19
7/25/2023,46750,Train-46750,161,143.6008901,869755.6395,80.44,1320,Station-116,Station-391
1/15/2020,76464,Train-76464,342,801.4917627,316873.9574,80.77,901,Station-50,Station-75
11/23/2024,69223,Train-69223,292,1724.663172,597819.0805,96.44,1895,Station-116,Station-131
4/20/2021,43528,Train-43528,1454,692.1109108,802138.5568,92.78,1297,Station-386,Station-335
7/28/2020,41663,Train-41663,1031,1746.471645,205953.1914,73.85,848,Station-146,Station-167
8/12/2024,23145,Train-23145,671,902.6246888,746192.8845,74.35,1994,Station-271,Station-274
2/27/2024,45560,Train-45560,886,609.0258356,748138.9385,84.73,822,Station-395,Station-279
12/29/2022,95212,Train-95212,384,1404.091658,219237.1003,91.04,1306,Station-5,Station-10
1/19/2020,36901,Train-36901,1978,207.4301189,109414.6674,86.52,624,Station-112,Station-152
11/3/2021,30543,Train-30543,234,1357.282736,764994.3959,86.77,1003,Station-126,Station-317
2/16/2022,81906,Train-81906,1769,990.6809831,421605.0482,92.14,1495,Station-350,Station-116
7/12/2021,35181,Train-35181,1350,1966.22388,242663.493,78.75,1139,Station-486,Station-267
4/14/2020,89230,Train-89230,422,1364.164227,294401.3609,72.32,1130,Station-98,Station-460
12/25/2022,71242,Train-71242,1083,1535.865356,970387.9962,93.84,75,Station-252,Station-486
1/20/2023,17792,Train-17792,1413,1073.303372,313949.8029,99.71,1460,Station-70,Station-143
10/23/2020,94246,Train-94246,1600,1551.062584,668698.4327,94.64,184,Station-146,Station-331
3/3/2022,39663,Train-39663,202,69.10329298,273150.9227,77.72,257,Station-257,Station-481
10/14/2021,21698,Train-21698,1901,460.7174993,74081.02452,71.26,1003,Station-451,Station-163
5/17/2020,35664,Train-35664,1961,978.5775738,218995.158,86.16,1322,Station-79,Station-449
6/25/2023,82294,Train-82294,1133,1687.997812,65809.46448,99.11,829,Station-192,Station-255
3/31/2021,67488,Train-67488,1995,9.06761226,598333.343,77.57,812,Station-108,Station-125
1/26/2022,45531,Train-45531,209,916.2395849,775007.4189,89.52,1062,Station-178,Station-322
8/2/2024,18480,Train-18480,71,1274.030647,138940.9701,90.15,628,Station-163,Station-188
8/7/2020,54652,Train-54652,282,1042.223939,920942.5967,76.33,94,Station-379,Station-290
10/2/2022,58110,Train-58110,1095,1692.750757,114123.9915,73.57,519,Station-100,Station-423
10/4/2020,58512,Train-58512,1243,638.867556,507577.9584,77.3,1543,Station-24,Station-489
12/10/2021,91296,Train-91296,1290,1562.56232,161187.1192,77.3,452,Station-350,Station-357
5/22/2022,52184,Train-52184,96,1978.781892,906667.2768,79.67,1099,Station-63,Station-73
4/19/2022,41239,Train-41239,1608,1370.940078,318383.6888,79.72,1524,Station-199,Station-34
3/28/2022,87145,Train-87145,1609,1351.285734,489318.4765,99.41,1844,Station-334,Station-298
3/26/2024,42924,Train-42924,478,189.6199375,887627.2153,96.51,1507,Station-402,Station-366
4/16/2023,10394,Train-10394,630,1341.940778,940845.0831,81.66,470,Station-253,Station-289
9/2/2023,24689,Train-24689,530,1568.296568,82226.09722,94.72,1804,Station-253,Station-17
12/10/2024,19507,Train-19507,522,273.2361324,707409.6566,75.4,1771,Station-302,Station-65
10/10/2024,66267,Train-66267,123,306.8326576,96291.46773,80.5,1833,Station-56,Station-232
12/26/2024,62454,Train-62454,279,1130.866026,397900.822,95.29,625,Station-391,Station-251
6/6/2022,37975,Train-37975,656,1443.282382,952959.6092,91.73,502,Station-163,Station-321
4/7/2023,91323,Train-91323,116,409.1227107,967155.4199,88.78,1993,Station-498,Station-462
8/17/2020,86746,Train-86746,1209,1475.829096,593780.7939,84.21,1478,Station-182,Station-256
12/14/2021,17710,Train-17710,747,282.9535987,709817.1947,84.42,1179,Station-194,Station-217
3/27/2020,69652,Train-69652,172,1286.579054,486135.2457,99.39,250,Station-397,Station-472
6/20/2021,81276,Train-81276,1615,242.2258298,57339.2483,85.24,84,Station-50,Station-385
12/16/2020,99070,Train-99070,1984,929.5178927,562961.2081,99.92,1379,Station-499,Station-133
10/4/2024,50610,Train-50610,1787,920.7493667,168779.0554,84.99,1436,Station-31,Station-472
4/21/2022,14003,Train-14003,322,24.23661744,196089.2522,82.09,1543,Station-89,Station-483
2/11/2021,90783,Train-90783,817,431.7121941,955982.3165,86.88,1724,Station-389,Station-181
2/25/2022,77901,Train-77901,1253,950.4468137,257901.0696,78.83,629,Station-481,Station-310
1/9/2024,26226,Train-26226,1128,248.4144492,694960.2792,80.58,945,Station-52,Station-204
8/2/2023,54467,Train-54467,808,878.3215623,565955.3395,74.44,238,Station-156,Station-287
11/10/2022,31919,Train-31919,677,627.616287,77503.43779,96.71,1003,Station-307,Station-366
1/25/2022,93227,Train-93227,271,690.6504824,893346.33,76.87,1251,Station-16,Station-91
10/24/2020,15749,Train-15749,79,83.92634655,273761.7748,76.65,437,Station-485,Station-446
8/1/2024,71169,Train-71169,1767,1906.423399,882934.8293,98.42,202,Station-122,Station-380
5/24/2021,83164,Train-83164,1832,1712.708442,853700.5069,79.19,1616,Station-304,Station-84
11/3/2023,17742,Train-17742,1371,1013.436068,419488.9365,77.3,1708,Station-72,Station-459
4/14/2021,56603,Train-56603,1625,178.0947077,952300.0577,93,1323,Station-234,Station-413
12/2/2022,56475,Train-56475,292,189.4609244,286039.8467,93.5,1608,Station-56,Station-466
3/16/2022,63177,Train-63177,1104,300.0754851,514057.4515,98.8,99,Station-215,Station-193
1/13/2023,32707,Train-32707,1973,1329.629463,569667.7374,86.36,1487,Station-225,Station-236
12/24/2020,89857,Train-89857,1250,1231.778602,249980.8091,84.67,686,Station-358,Station-170
11/12/2022,55133,Train-55133,1217,1202.960442,683098.5659,97.8,363,Station-306,Station-19
4/10/2024,58231,Train-58231,1959,1115.987031,993591.9798,99.12,62,Station-269,Station-127
